nbuckets	65536
Morton	Key
618494464591	12336
4406655586886	47112
628141101575	22487
627084099591	5911
550831948359	17679
69795577935	28912
1225003014	50704
558480228366	44847
628156011015	34775
4398180991566	48439
78383190031	44584
628141101062	38416
627067585038	30191
68872863751	18199
78400225358	10231
9682588231	36623
78534414918	47112
4399256604686	46383
549756076550	22224
4678	14344
8590233671	54735
9800024134	30920
618628386887	1487
628273185358	15671
628156011078	47112
558496743951	61160
68870737927	52503
627218616398	65015
558480265230	13615
558479998983	50967
69793256006	34824
78536249863	2007
78402326543	11816
627218350599	36311
619568206351	59624
559553708047	10280
68870472207	61160
628292358726	2056
558364660303	45104
9663680519	19735
619568173134	44535
619702161415	40215
4406770696710	34512
4406655582287	28912
1224773639	40215
9663713806	28655
1073778703	44584
4398063554639	42736
68853698630	65224
627065257998	57135
150995535	13872
69795578447	46640
618475590159	59624
628156006926	30191
8608813063	19735
4407729357383	17679
4399273607686	22224
136614470	2056
69946315271	2007
9665810438	38416
4398063550982	22224
628157874183	50967
9663713286	38416
619683549262	65015
618626322503	21967
4406636446287	13872
559419752462	44847
4615	2007
4398048641102	42999
4398182863431	36623
136577039	43048
78383153742	15671
4407727260238	27959
627199705671	38159
559570485254	4112
4406636707911	20431
550980587535	44584
9798189639	17679
619549327375	22568
627201802310	18632
549892395535	39144
4398183088206	30711
550846632007	54735
1224999494	36360
628290257414	1744
558496748102	14344
69810032655	44584
8589938758	65224
78402327047	55255
33294	42479
549890069063	36623
78402060359	32719
8743064134	34824
627082297863	3543
550846595150	30711
69793251855	40680
78517408262	20688
69927469638	48648
134217742	12079
8726511630	44847
69927473231	30448
69810000390	208
4406653489671	34775
78385283591	36311
78517404230	48648
69929566791	50447
619702157895	50447
69927469127	32719
151032334	28655
77326192654	25903
558362791950	58671
77311807566	65015
627216486919	34775
77328318983	36311
4406773023310	48439
4406655586895	57392
4406655324167	19735
4406772765255	16143
550980587599	30448
32783	55336
8606978062	58671
4398046773326	30711
153092167	53199
4407727231054	44535
558497005575	38679
549757947918	46383
78400229959	3855
619551425039	7912
558496780871	36623
9814937606	50704
4407726964806	51400
559436304966	34824
550848692294	18632
558345781327	41200
550846365711	55336
77328286279	5391
68856091207	3855
1226834446	62959
627199442959	10280
4406772797454	46383
9814708814	46903
558348107791	43048
550829556231	56791
558498877446	38416
9682554895	24104
628273447502	48439
1210060870	65224
4407729324038	36880
4407712288839	1487
9682583567	55336
77460406855	5391
4407729062414	62959
628289966151	1487
628156043343	63216
69809995782	4112
4399139131911	2007
8726544391	18199
78519767119	63216
549909172814	59191
627218354703	26856
8740962318	57135
549772890191	63216
1210355783	54735
549758206534	15880
627067589198	59191
4399254507591	21967
558482325519	43048
4406638547022	11767
1092915782	2056
4398065422342	38416
1092649039	41200
628139000326	34512
4406789538375	5391
628141097487	40680
549890031695	61680
9663971919	26160
618494165511	56791
2363982	59191
4399271280655	55336
550982947398	2056
8724156487	1487
68872606222	28655
68736553542	2056
4399254475335	16143
68719775758	13615
78402289742	30711
150999558	208
559419757070	40943
1092620807	2007
9814970951	3855
134218311	5391
558346010630	36880
9814966791	3543
559419490895	13872
550848729670	2056
619566072334	30191
550829851151	7912
4398063292486	65224
68721607238	48648
4399137325574	1744
558480261199	8432
9682812999	20431
559421882886	1744
9665806926	60727
2359814	22224
4406655615047	65487
4406653227022	25903
619700294159	39144
78402290183	24023
559421620231	50967
619568173647	57392
136613967	63216
1090551823	55336
549908910151	1487
1076133895	18199
619568169039	28912
4406655352911	41200
69812097031	19735
9680491078	34824
618611900430	24367
4407727231567	57392
